.68141222,0,0,0,0,0,0,0,0,0,0,1,2008
.6580621,0,0,0,0,0,0,0,0,0,0,1,2009
.63136512,0,0,0,0,0,0,0,0,0,0,1,2010
.65638864,0,0,0,0,0,0,0,0,0,0,1,2011
.67081147,0,0,0,0,0,0,0,0,0,0,1,2012
.65215439,0,0,0,0,0,0,0,0,0,0,1,2013
.68861467,0,0,0,0,0,0,0,0,0,0,1,2014
.70494109,0,0,0,0,0,0,0,0,0,0,1,2015
.7203992,0,0,0,0,0,0,0,0,0,0,1,2016
.73916465,0,0,0,0,0,0,0,0,0,0,1,2017
.69557643,0,0,0,0,0,0,0,0,0,0,1,2018
.72747284,0,0,0,0,0,0,0,0,0,0,1,2019
.4902744,1,0,0,0,0,0,0,0,0,0,2,2008
.47138304,1,0,0,0,0,0,0,0,0,0,2,2009
.52386934,1,0,0,0,0,0,0,0,0,0,2,2010
.55135179,0,1,0,0,0,0,0,0,0,0,2,2011
.4731023,0,0,1,0,0,0,0,0,0,0,2,2012
.57917506,0,0,0,1,0,0,0,0,0,0,2,2013
.53130901,0,0,0,0,1,0,0,0,0,0,2,2014
.62226462,0,0,0,0,0,0,0,0,0,0,2,2015
.65498412,0,0,0,0,0,1,0,0,0,0,2,2016
.6588825,0,0,0,0,0,0,1,0,0,0,2,2017
.71045095,0,0,0,0,0,0,0,1,0,0,2,2018
.71307969,0,0,0,0,0,0,0,0,1,0,2,2019
.60987628,1,0,0,0,0,0,0,0,0,0,4,2008
.6038413,0,1,0,0,0,0,0,0,0,0,4,2009
.62215745,0,0,1,0,0,0,0,0,0,0,4,2010
.62181842,0,0,0,1,0,0,0,0,0,0,4,2011
.60520977,0,0,0,0,1,0,0,0,0,0,4,2012
.61452836,0,0,0,0,0,0,0,0,0,0,4,2013
.68849415,0,0,0,0,0,1,0,0,0,0,4,2014
.7540561,0,0,0,0,0,0,1,0,0,0,4,2015
.74924111,0,0,0,0,0,0,0,1,0,0,4,2016
.74958766,0,0,0,0,0,0,0,0,1,0,4,2017
.73830038,0,0,0,0,0,0,0,0,0,1,4,2018
.73550117,0,0,0,0,0,0,0,0,0,1,4,2019
.62386495,1,0,0,0,0,0,0,0,0,0,5,2008
.61660951,0,1,0,0,0,0,0,0,0,0,5,2009
.60194689,0,0,1,0,0,0,0,0,0,0,5,2010
.61867493,0,0,0,1,0,0,0,0,0,0,5,2011
.64725554,0,0,0,0,1,0,0,0,0,0,5,2012
.66011298,0,0,0,0,0,0,0,0,0,0,5,2013
.72462392,0,0,0,0,0,1,0,0,0,0,5,2014
.78092563,0,0,0,0,0,0,1,0,0,0,5,2015
.81684244,0,0,0,0,0,0,0,1,0,0,5,2016
.79619193,0,0,0,0,0,0,0,0,1,0,5,2017
.77982783,0,0,0,0,0,0,0,0,0,1,5,2018
.77867746,0,0,0,0,0,0,0,0,0,1,5,2019
.57663465,1,0,0,0,0,0,0,0,0,0,6,2008
