4.46310735	5084	73378	0.9999999999999185
4.962043299999999	27351	10973	0.9999999999999989
4.409232149999999	48372	68840	0.9999999999999675
4.78218745	52497	63921	0.999999999999995
4.66012455	53823	72425	0.9999999999999467
4.60529065	61751	5063	0.9999999999999838
4.2421184	82416	70770	0.6085679205564641
4.3285379	82416	75726	0.578914169405779
5.1175034	101270	5069	0.9999999999999942
5.2964888	101663	65599	0.5369908592064888
5.3089085	101663	75931	0.5173303977178249
4.989908700000001	141310	72027	0.9999999999999993
5.1505342	148919	10285	0.6123441284579201
5.0846958	148919	10697	0.656268774953901
5.0498633	153360	64955	0.9999999999999972
4.617197	154130	74476	0.789404015365472
5.072722	154130	73088	0.7711026050485904
4.680699349999999	173675	11031	0.9999999999999803
5.4873192	179849	66443	0.9999999999999913
4.7216933	181580	6234	0.9999999999999948
4.397774699999999	212284	7254	0.9999999999999905
4.875613449999999	224691	62844	0.9999999999999994
5.26417015	254209	2895	0.9999999999999981
4.6957395	272554	6051	0.999999999999999
4.80675695	279372	1432	0.9999999999999893
4.73433255	362778	71489	0.9999999999999958
4.695865149999999	393514	374	0.9999999999999998
4.425518	394875	74131	0.5936612640677552
4.5044751	394875	73378	0.6192472181193556
5.5194397	395958	819	0.9999999999999992
5.0088515	404460	63114	0.9999999999999525
4.66960715	408611	374	0.9999999999999998
4.6017349	413998	374	0.9999999999999998
4.82314565	416118	68426	0.9999999999999923
4.6872547	418779	74946	0.9999999999999745
3.96669865	421220	3028	0.9999999999999999
4.9424355	425802	1120	0.9999999999999987
4.65922735	428673	70815	0.9999999999998357
4.6933358	430972	68426	0.9999999999999923
4.8407631	438643	2323	0.495781088533065
4.8469996	438643	12155	0.4842656395510146
4.1674111	444187	8830	0.999999999999975
4.5119593	447252	8204	0.9999999999999987
4.6367669	456228	74476	0.9999999999997038
3.7238443	456263	70098	0.5149685448173015
3.7139268	456263	70381	0.5124007610073007
4.5824847	457141	70296	0.9999999999999546
4.6863911	457244	374	0.9999999999999998
5.1036172	458788	4810	0.9999999999999605
5.128196450000001	464819	8204	0.9999999999999987
4.6597352	465582	374	0.9999999999999998
4.7885258	469466	64008	0.9999999999999993
5.564018	470144	3632	0.9999999999999429
4.9582875	471704	62844	0.9999999999999994
5.2103565	472561	3028	0.9999999999999999
5.25999995	481290	3028	0.9999999999999999
4.6557076	483459	2196	0.9999999999999698
4.6963925	485586	63874	0.4649571962351352
4.7923412	485586	67846	0.4903192579545972
5.333626000000001	486584	62954	0.999999999999996
4.5641804	492839	74506	0.5589477980717336
4.7696047	492839	76163	0.5126622370971551
5.033338049999999	496405	6339	0.9999999999996561
4.9273071	497215	66129	0.9999999999999964
4.7303226	497859	1432	0.9999999999999893
4.958372799999999	508130	73828	0.9999999999999808
4.5722239	509343	374	0.9999999999999998
4.870162	511771	2085	0.9999999999999618
5.0645311	515216	72027	0.9999999999999992
4.72035215	527577	64511	0.9999999999998692
4.5281978	529134	3792	0.7146922888922838
3.8161657	529134	2040	0.7420794378626669
5.0054209	540326	70827	0.9999999999999986
5.846573100000001	541942	65078	0.9999999999999992
4.805661450000001	557477	64635	0.9999999999999996
4.82608865	561108	64990	0.9999999999999974
4.83523775	562137	9584	0.9999999999999212
4.68585775	566951	10583	0.9999999999999796
4.1433003	576472	1586	0.9999999999999991
4.952249050000001	588444	64333	0.999999999999808
5.1473119	592230	66019	0.9999999999999907
4.51009825	592772	2964	0.9999999999999998
3.71887075	594268	73563	0.9999999999999907
4.83342245	595859	374	0.9999999999999998
5.44904325	599260	3028	0.9999999999999998
4.86234715	602164	3028	0.9999999999999999
6.12041	606886	374	0.9999999999999998
4.5701623	609374	3028	0.9999999999999999
4.736176	610464	374	0.9999999999999998
4.69698475	616078	64992	0.9999999999999992
5.328685999999999	618644	1120	0.9999999999999984
4.6644914	626194	374	0.9999999999999998
4.697192449999999	628022	374	0.9999999999999998
4.712880350000001	630106	374	0.9999999999999998
